gyre [9.1.1]
------------

OpenMP Threads   : 12
Input filename   : gyre_ad_wide_hi.in

Model Init
----------

Reading from MESA file
   File name ../mesa/LOGS/profile331.data.GYRE
   File version 1.01
   Read 7137 points
   No need to add central point

Mode Search
-----------

Mode parameters
   l : 16
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 266 subinterval(s) in iteration 1
   Split 25 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7428 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7428)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     2.085 s

Finding roots
  Time elapsed :      0.429 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
 1521   24     0    -105      0    105  0.13101634E+01  0.00000000E+00 0.1283E-13      6
 1522   24     0    -104      0    104  0.13224249E+01  0.00000000E+00 0.2104E-12      5
 1523   24     0    -103      0    103  0.13355197E+01  0.00000000E+00 0.2288E-12      6
 1524   24     0    -102      0    102  0.13473858E+01  0.00000000E+00 0.1902E-12      6
 1525   24     0    -101      0    101  0.13581457E+01  0.00000000E+00 0.4116E-13      6
 1526   24     0    -100      0    100  0.13710182E+01  0.00000000E+00 0.6244E-13      5
 1527   24     0     -99      0     99  0.13851340E+01  0.00000000E+00 0.1504E-14      6
 1528   24     0     -98      0     98  0.13982363E+01  0.00000000E+00 0.1564E-12      6
 1529   24     0     -97      0     97  0.14096991E+01  0.00000000E+00 0.3692E-13      6
 1530   24     0     -96      0     96  0.14232523E+01  0.00000000E+00 0.9986E-13      6
 1531   24     0     -95      0     95  0.14385330E+01  0.00000000E+00 0.2227E-12      6
 1532   24     0     -94      0     94  0.14530233E+01  0.00000000E+00 0.1323E-12      6
 1533   24     0     -93      0     93  0.14654128E+01  0.00000000E+00 0.2680E-12      6
 1534   24     0     -92      0     92  0.14797557E+01  0.00000000E+00 0.1270E-12      6
 1535   24     0     -91      0     91  0.14962956E+01  0.00000000E+00 0.1416E-12      5
 1536   24     0     -90      0     90  0.15122701E+01  0.00000000E+00 0.1555E-12      6
 1537   24     0     -89      0     89  0.15257468E+01  0.00000000E+00 0.6664E-13      5
 1538   24     0     -88      0     88  0.15409502E+01  0.00000000E+00 0.9968E-13      6
 1539   24     0     -87      0     87  0.15588684E+01  0.00000000E+00 0.1092E-12      6
 1540   24     0     -86      0     86  0.15765151E+01  0.00000000E+00 0.7790E-13      6
 1541   24     0     -85      0     85  0.15913014E+01  0.00000000E+00 0.2082E-12      6
 1542   24     0     -84      0     84  0.16074188E+01  0.00000000E+00 0.7644E-13      6
 1543   24     0     -83      0     83  0.16268507E+01  0.00000000E+00 0.1694E-13      6
 1544   24     0     -82      0     82  0.16463276E+01  0.00000000E+00 0.1362E-12      6
 1545   24     0     -81      0     81  0.16625347E+01  0.00000000E+00 0.1702E-12      5
 1546   24     0     -80      0     80  0.16797007E+01  0.00000000E+00 0.4515E-13      6
 1547   24     0     -79      0     79  0.17008564E+01  0.00000000E+00 0.1379E-12      6
  Time elapsed :     10.456 s

Mode Search
-----------

Mode parameters
   l : 25
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 290 subinterval(s) in iteration 1
   Split 132 subinterval(s) in iteration 2
   Split 9 subinterval(s) in iteration 3
   Split 0 subinterval(s) in iteration 4
   Final grid has 1 segment(s) and 7568 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7568)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     0.879 s

Finding roots
  Time elapsed :      0.270 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
 1597   25     0    -248      0    248  0.59223528E+00  0.00000000E+00 0.3662E-12      5
 1598   25     0    -247      0    247  0.59465341E+00  0.00000000E+00 0.1259E-12      6
 1599   25     0    -246      0    246  0.59716271E+00  0.00000000E+00 0.9952E-13      5
 1600   25     0    -245      0    245  0.59955439E+00  0.00000000E+00 0.4068E-12      5
 1601   25     0    -244      0    244  0.60185768E+00  0.00000000E+00 0.2825E-12      6
 1602   25     0    -243      0    243  0.60432613E+00  0.00000000E+00 0.1807E-12      6
 1603   25     0    -242      0    242  0.60690529E+00  0.00000000E+00 0.7222E-13      6
 1604   25     0    -241      0    241  0.60938735E+00  0.00000000E+00 0.3127E-13      6
 1605   25     0    -240      0    240  0.61178658E+00  0.00000000E+00 0.1902E-12      6
 1606   25     0    -239      0    239  0.61432817E+00  0.00000000E+00 0.9661E-13      5
 1607   25     0    -238      0    238  0.61696994E+00  0.00000000E+00 0.6730E-13      6
 1608   25     0    -237      0    237  0.61953507E+00  0.00000000E+00 0.2582E-12      6
 1609   25     0    -236      0    236  0.62205618E+00  0.00000000E+00 0.1856E-12      6
 1610   25     0    -235      0    235  0.62470095E+00  0.00000000E+00 0.8243E-12      6
 1611   25     0    -234      0    234  0.62739764E+00  0.00000000E+00 0.2073E-12      6
 1612   25     0    -233      0    233  0.62999787E+00  0.00000000E+00 0.6030E-13      6
 1613   25     0    -232      0    232  0.63261544E+00  0.00000000E+00 0.7377E-12      6
 1614   25     0    -231      0    231  0.63540363E+00  0.00000000E+00 0.2768E-12      5
 1615   25     0    -230      0    230  0.63822314E+00  0.00000000E+00 0.3493E-12      6
 1616   25     0    -229      0    229  0.64089305E+00  0.00000000E+00 0.2055E-12      6
 1617   25     0    -228      0    228  0.64356616E+00  0.00000000E+00 0.2858E-12      6
 1618   25     0    -227      0    227  0.64644515E+00  0.00000000E+00 0.6761E-13      6
 1619   25     0    -226      0    226  0.64936771E+00  0.00000000E+00 0.1507E-12      6
 1620   25     0    -225      0    225  0.65214054E+00  0.00000000E+00 0.7707E-12      6
 1621   25     0    -224      0    224  0.65492135E+00  0.00000000E+00 0.1634E-12      6
 1622   25     0    -223      0    223  0.65790451E+00  0.00000000E+00 0.1591E-12      6
 1623   25     0    -222      0    222  0.66091708E+00  0.00000000E+00 0.2304E-13      6
 1624   25     0    -221      0    221  0.66377442E+00  0.00000000E+00 0.2408E-12      6
 1625   25     0    -220      0    220  0.66666524E+00  0.00000000E+00 0.4523E-12      6
 1626   25     0    -219      0    219  0.66976526E+00  0.00000000E+00 0.1483E-12      5
 1627   25     0    -218      0    218  0.67287501E+00  0.00000000E+00 0.5042E-12      6
 1628   25     0    -217      0    217  0.67582523E+00  0.00000000E+00 0.8041E-13      5
 1629   25     0    -216      0    216  0.67884708E+00  0.00000000E+00 0.2285E-12      6
 1630   25     0    -215      0    215  0.68208950E+00  0.00000000E+00 0.3063E-12      6
 1631   25     0    -214      0    214  0.68530906E+00  0.00000000E+00 0.3408E-12      6
 1632   25     0    -213      0    213  0.68831674E+00  0.00000000E+00 0.6037E-13      6
 1633   25     0    -212      0    212  0.69142467E+00  0.00000000E+00 0.7293E-13      5
 1634   25     0    -211      0    211  0.69480804E+00  0.00000000E+00 0.2635E-12      6
 1635   25     0    -210      0    210  0.69818915E+00  0.00000000E+00 0.2341E-12      6
 1636   25     0    -209      0    209  0.70134808E+00  0.00000000E+00 0.3663E-12      6
 1637   25     0    -208      0    208  0.70455388E+00  0.00000000E+00 0.2060E-13      6
 1638   25     0    -207      0    207  0.70801598E+00  0.00000000E+00 0.3928E-12      6
 1639   25     0    -206      0    206  0.71148092E+00  0.00000000E+00 0.2675E-12      6
 1640   25     0    -205      0    205  0.71477720E+00  0.00000000E+00 0.2390E-12      6
 1641   25     0    -204      0    204  0.71816836E+00  0.00000000E+00 0.1629E-12      6
 1642   25     0    -203      0    203  0.72177614E+00  0.00000000E+00 0.2195E-12      6
 1643   25     0    -202      0    202  0.72533625E+00  0.00000000E+00 0.1492E-12      6
 1644   25     0    -201      0    201  0.72873333E+00  0.00000000E+00 0.2703E-12      6
 1645   25     0    -200      0    200  0.73229015E+00  0.00000000E+00 0.2534E-12      6
 1646   25     0    -199      0    199  0.73606527E+00  0.00000000E+00 0.4128E-13      6
 1647   25     0    -198      0    198  0.73974166E+00  0.00000000E+00 0.1327E-12      6
 1648   25     0    -197      0    197  0.74323987E+00  0.00000000E+00 0.1472E-12      5
 1649   25     0    -196      0    196  0.74696614E+00  0.00000000E+00 0.2346E-12      5
 1650   25     0    -195      0    195  0.75092828E+00  0.00000000E+00 0.1040E-12      6
 1651   25     0    -194      0    194  0.75473822E+00  0.00000000E+00 0.1932E-12      6
 1652   25     0    -193      0    193  0.75832615E+00  0.00000000E+00 0.4060E-13      5
 1653   25     0    -192      0    192  0.76221128E+00  0.00000000E+00 0.1413E-12      5
 1654   25     0    -191      0    191  0.76637456E+00  0.00000000E+00 0.6041E-13      6
 1655   25     0    -190      0    190  0.77035889E+00  0.00000000E+00 0.4871E-12      5
 1656   25     0    -189      0    189  0.77405234E+00  0.00000000E+00 0.1583E-12      5
 1657   25     0    -188      0    188  0.77807036E+00  0.00000000E+00 0.1877E-12      5
 1658   25     0    -187      0    187  0.78242355E+00  0.00000000E+00 0.6974E-14      6
 1659   25     0    -186      0    186  0.78662212E+00  0.00000000E+00 0.6377E-13      6
 1660   25     0    -185      0    185  0.79048879E+00  0.00000000E+00 0.2454E-14      6
 1661   25     0    -184      0    184  0.79463299E+00  0.00000000E+00 0.1255E-12      5
 1662   25     0    -183      0    183  0.79913551E+00  0.00000000E+00 0.2051E-14      6
 1663   25     0    -182      0    182  0.80350223E+00  0.00000000E+00 0.4471E-12      5
 1664   25     0    -181      0    181  0.80756363E+00  0.00000000E+00 0.1155E-12      6
 1665   25     0    -180      0    180  0.81190840E+00  0.00000000E+00 0.1872E-13      5
 1666   25     0    -179      0    179  0.81660096E+00  0.00000000E+00 0.5275E-13      6
 1667   25     0    -178      0    178  0.82114501E+00  0.00000000E+00 0.1425E-12      5
 1668   25     0    -177      0    177  0.82538601E+00  0.00000000E+00 0.1009E-12      5
 1669   25     0    -176      0    176  0.82992497E+00  0.00000000E+00 0.5857E-13      5
 1670   25     0    -175      0    175  0.83480306E+00  0.00000000E+00 0.1767E-12      6
 1671   25     0    -174      0    174  0.83951625E+00  0.00000000E+00 0.5096E-14      6
 1672   25     0    -173      0    173  0.84397039E+00  0.00000000E+00 0.5159E-14      5
 1673   25     0    -172      0    172  0.84876155E+00  0.00000000E+00 0.1144E-12      5
 1674   25     0    -171      0    171  0.85386508E+00  0.00000000E+00 0.1025E-12      6
 1675   25     0    -170      0    170  0.85875383E+00  0.00000000E+00 0.2229E-12      6
 1676   25     0    -169      0    169  0.86337863E+00  0.00000000E+00 0.2869E-12      5
 1677   25     0    -168      0    168  0.86840749E+00  0.00000000E+00 0.1804E-12      6
 1678   25     0    -167      0    167  0.87376235E+00  0.00000000E+00 0.5751E-13      6
 1679   25     0    -166      0    166  0.87886892E+00  0.00000000E+00 0.6724E-13      6
 1680   25     0    -165      0    165  0.88371109E+00  0.00000000E+00 0.4032E-12      5
 1681   25     0    -164      0    164  0.88901067E+00  0.00000000E+00 0.4752E-12      6
 1682   25     0    -163      0    163  0.89463700E+00  0.00000000E+00 0.2701E-12      6
 1683   25     0    -162      0    162  0.89994186E+00  0.00000000E+00 0.3184E-14      6
 1684   25     0    -161      0    161  0.90496550E+00  0.00000000E+00 0.3779E-13      5
 1685   25     0    -160      0    160  0.91055784E+00  0.00000000E+00 0.1061E-12      6
 1686   25     0    -159      0    159  0.91650247E+00  0.00000000E+00 0.1698E-12      6
 1687   25     0    -158      0    158  0.92207150E+00  0.00000000E+00 0.9681E-13      5
 1688   25     0    -157      0    157  0.92732118E+00  0.00000000E+00 0.3021E-12      5
 1689   25     0    -156      0    156  0.93320283E+00  0.00000000E+00 0.5722E-13      5
 1690   25     0    -155      0    155  0.93945766E+00  0.00000000E+00 0.4154E-13      5
 1691   25     0    -154      0    154  0.94527769E+00  0.00000000E+00 0.1582E-12      6
 1692   25     0    -153      0    153  0.95075541E+00  0.00000000E+00 0.1112E-12      5
 1693   25     0    -152      0    152  0.95696263E+00  0.00000000E+00 0.4568E-12      5
 1694   25     0    -151      0    151  0.96358343E+00  0.00000000E+00 0.9853E-13      6
 1695   25     0    -150      0    150  0.96973041E+00  0.00000000E+00 0.4738E-12      6
 1696   25     0    -149      0    149  0.97544990E+00  0.00000000E+00 0.3593E-12      5
 1697   25     0    -148      0    148  0.98195365E+00  0.00000000E+00 0.1114E-12      6
 1698   25     0    -147      0    147  0.98891813E+00  0.00000000E+00 0.1676E-12      6
 1699   25     0    -146      0    146  0.99538212E+00  0.00000000E+00 0.2993E-13      6
 1700   25     0    -145      0    145  0.10014249E+01  0.00000000E+00 0.3152E-12      6
 1701   25     0    -144      0    144  0.10083024E+01  0.00000000E+00 0.8038E-13      5
 1702   25     0    -143      0    143  0.10156366E+01  0.00000000E+00 0.2734E-12      6
 1703   25     0    -142      0    142  0.10224169E+01  0.00000000E+00 0.1060E-12      6
 1704   25     0    -141      0    141  0.10288005E+01  0.00000000E+00 0.1806E-12      6
 1705   25     0    -140      0    140  0.10360836E+01  0.00000000E+00 0.5965E-12      5
 1706   25     0    -139      0    139  0.10438018E+01  0.00000000E+00 0.4856E-13      6
 1707   25     0    -138      0    138  0.10509027E+01  0.00000000E+00 0.3014E-13      6
 1708   25     0    -137      0    137  0.10576761E+01  0.00000000E+00 0.2643E-12      5
 1709   25     0    -136      0    136  0.10654329E+01  0.00000000E+00 0.2949E-13      6
 1710   25     0    -135      0    135  0.10735992E+01  0.00000000E+00 0.1372E-12      6
 1711   25     0    -134      0    134  0.10810398E+01  0.00000000E+00 0.2247E-12      6
 1712   25     0    -133      0    133  0.10881605E+01  0.00000000E+00 0.1627E-12      6
 1713   25     0    -132      0    132  0.10964094E+01  0.00000000E+00 0.3038E-13      5
 1714   25     0    -131      0    131  0.11050871E+01  0.00000000E+00 0.1001E-12      6
 1715   25     0    -130      0    130  0.11129593E+01  0.00000000E+00 0.7936E-13      6
 1716   25     0    -129      0    129  0.11204804E+01  0.00000000E+00 0.2050E-12      6
 1717   25     0    -128      0    128  0.11292232E+01  0.00000000E+00 0.2133E-13      6
 1718   25     0    -127      0    127  0.11383988E+01  0.00000000E+00 0.1147E-12      6
 1719   25     0    -126      0    126  0.11466885E+01  0.00000000E+00 0.1025E-12      6
 1720   25     0    -125      0    125  0.11546927E+01  0.00000000E+00 0.1018E-13      6
 1721   25     0    -124      0    124  0.11640221E+01  0.00000000E+00 0.2765E-14      6
 1722   25     0    -123      0    123  0.11737735E+01  0.00000000E+00 0.1281E-12      6
 1723   25     0    -122      0    122  0.11825350E+01  0.00000000E+00 0.6493E-13      6
 1724   25     0    -121      0    121  0.11909965E+01  0.00000000E+00 0.1105E-12      6
 1725   25     0    -120      0    120  0.12009240E+01  0.00000000E+00 0.8433E-13      5
 1726   25     0    -119      0    119  0.12113295E+01  0.00000000E+00 0.4344E-13      6
 1727   25     0    -118      0    118  0.12206757E+01  0.00000000E+00 0.1481E-12      6
 1728   25     0    -117      0    117  0.12295950E+01  0.00000000E+00 0.2174E-12      6
 1729   25     0    -116      0    116  0.12401113E+01  0.00000000E+00 0.1381E-12      5
 1730   25     0    -115      0    115  0.12512111E+01  0.00000000E+00 0.2683E-12      5
 1731   25     0    -114      0    114  0.12612010E+01  0.00000000E+00 0.1242E-12      6
 1732   25     0    -113      0    113  0.12706086E+01  0.00000000E+00 0.1088E-13      6
 1733   25     0    -112      0    112  0.12817472E+01  0.00000000E+00 0.2129E-12      5
 1734   25     0    -111      0    111  0.12936034E+01  0.00000000E+00 0.2256E-12      6
 1735   25     0    -110      0    110  0.13043167E+01  0.00000000E+00 0.1843E-12      6
 1736   25     0    -109      0    109  0.13142215E+01  0.00000000E+00 0.3219E-13      6
 1737   25     0    -108      0    108  0.13259888E+01  0.00000000E+00 0.2907E-12      5
 1738   25     0    -107      0    107  0.13386707E+01  0.00000000E+00 0.7883E-15      6
 1739   25     0    -106      0    106  0.13502717E+01  0.00000000E+00 0.1388E-12      6
 1740   25     0    -105      0    105  0.13607263E+01  0.00000000E+00 0.1394E-12      6
 1741   25     0    -104      0    104  0.13730699E+01  0.00000000E+00 0.2700E-12      6
 1742   25     0    -103      0    103  0.13866334E+01  0.00000000E+00 0.1871E-12      6
 1743   25     0    -102      0    102  0.13993029E+01  0.00000000E+00 0.7074E-13      6
 1744   25     0    -101      0    101  0.14103781E+01  0.00000000E+00 0.3639E-13      6
 1745   25     0    -100      0    100  0.14232478E+01  0.00000000E+00 0.3014E-12      6
 1746   25     0     -99      0     99  0.14378018E+01  0.00000000E+00 0.1999E-13      6
 1747   25     0     -98      0     98  0.14517722E+01  0.00000000E+00 0.9525E-13      6
 1748   25     0     -97      0     97  0.14637235E+01  0.00000000E+00 0.1489E-12      6
 1749   25     0     -96      0     96  0.14771860E+01  0.00000000E+00 0.9563E-13      6
 1750   25     0     -95      0     95  0.14928628E+01  0.00000000E+00 0.9308E-15      6
 1751   25     0     -94      0     94  0.15082649E+01  0.00000000E+00 0.2730E-13      6
 1752   25     0     -93      0     93  0.15213267E+01  0.00000000E+00 0.1221E-12      5
 1753   25     0     -92      0     92  0.15355004E+01  0.00000000E+00 0.5082E-13      6
 1754   25     0     -91      0     91  0.15523819E+01  0.00000000E+00 0.2086E-13      6
 1755   25     0     -90      0     90  0.15692995E+01  0.00000000E+00 0.2853E-13      6
 1756   25     0     -89      0     89  0.15836442E+01  0.00000000E+00 0.3913E-13      5
 1757   25     0     -88      0     88  0.15986167E+01  0.00000000E+00 0.1492E-12      6
 1758   25     0     -87      0     87  0.16168086E+01  0.00000000E+00 0.2786E-13      6
 1759   25     0     -86      0     86  0.16354125E+01  0.00000000E+00 0.1219E-12      6
 1760   25     0     -85      0     85  0.16512860E+01  0.00000000E+00 0.5803E-13      6
 1761   25     0     -84      0     84  0.16671270E+01  0.00000000E+00 0.1644E-12      6
 1762   25     0     -83      0     83  0.16867410E+01  0.00000000E+00 0.1424E-12      5
 1763   25     0     -82      0     82  0.17071938E+01  0.00000000E+00 0.8238E-13      6
  Time elapsed :     10.908 s

